Gene,PD_001,PD_002,PD_003,PD_004,PD_005,PD_006,PD_007,PD_008,PD_009,PD_010,PD_011,PD_012,PD_013,PD_014,PD_015,PD_016,PD_017,PD_018,PD_019,PD_020,PD_021,PD_022,PD_023,PD_024,PD_025,PD_026,PD_027,PD_028,PD_029,PD_030
SLX4,0,116,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,34,58,72,140,250,50,0,0,0,0,0,0,19
SMA5,1140,257,216,141,265,575,14,0,124,0,958,290,470,0,16142,3,8388,1076,674,3879,1588,160,2167,238,542,69,29318,739,5,68
SMAD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SMAD2,1185,1126,1665,0,1990,0,0,0,849,0,0,833,1162,0,716,1352,443,1208,1705,2383,755,1320,1847,2949,705,426,680,3235,0,2691
SMAD3,0,124,0,0,717,0,0,0,351,0,998,103,306,0,0,150,236,263,216,0,0,132,94,0,0,0,0,519,0,486
SMAD4,1,328,0,0,166,0,0,0,0,0,0,511,0,0,0,1,585,372,288,253,218,318,373,0,0,0,0,86,0,362
SMAD5,0,8,0,0,16,0,0,0,52,0,0,24,259,0,0,0,0,18,31,32,0,178,50,79,0,0,0,0,0,99
SMAD6,0,0,0,0,0,0,0,0,213,0,0,33,0,0,0,0,0,0,32,182,0,0,0,0,0,0,0,0,0,0
SMAD7,1232,304,0,0,251,0,0,0,617,0,0,527,0,0,1603,369,246,228,463,333,221,2363,963,482,377,606,0,77,479,349
SMAD9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
SMAGP,1,497,0,0,855,0,0,0,466,0,0,298,4,2927,1767,512,0,47,1407,639,644,0,1396,2381,3129,0,0,1741,1462,0
SMAP1,77,19,71,0,19,0,0,0,341,0,0,74,90,0,0,362,0,65,71,256,269,126,528,1552,359,262,1019,30,0,193
SMAP2,1146,2306,2737,308,1088,713,0,0,925,0,877,1137,3360,0,0,1855,1247,2260,1527,2459,1425,3910,484,490,520,1245,0,2083,639,2093
SMARCA1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMARCA2,375,358,232,0,154,0,0,0,484,0,0,666,0,0,0,443,266,907,761,965,2699,1912,0,821,0,1632,0,6,3221,697
SMARCA4,1353,503,0,0,64,0,0,58,384,0,0,232,0,358,0,1408,409,185,422,603,723,91,470,658,553,273,0,106,486,385
SMARCA5,114,179,77,0,267,294,0,0,230,0,667,314,0,0,1,187,182,583,439,442,105,1118,578,222,661,720,286,161,0,1177
SMARCAD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMARCAL1,291,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,58,46,0,0,199,0,0,0,0,0,0,0,49
SMARCB1,0,0,0,0,0,0,0,0,72,0,1588,89,0,0,484,96,0,51,62,162,0,90,213,0,364,0,0,0,0,41
SMARCC1,398,168,46,0,477,0,0,0,352,0,0,669,0,0,0,958,0,882,473,702,310,511,810,891,227,1524,0,95,0,278
SMARCC2,140,64,53,0,153,52,0,0,224,168,0,123,63,0,15,284,326,164,147,145,187,367,762,1581,23,473,0,49,436,37
SMARCD1,153,19,58,0,0,0,0,0,0,0,0,61,140,0,21,0,0,193,55,54,48,4,66,0,0,0,0,18,0,1182
SMARCD2,153,273,681,0,867,0,0,0,1158,0,1446,804,726,0,0,2371,0,489,892,1704,877,738,682,838,1676,1516,0,1140,1957,405
SMARCD3,0,67,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,40,46,0,0,0,0,0,0,0,0,0,0,0
SMARCE1,1112,11,0,0,694,0,0,0,1574,0,0,1010,2679,677,880,858,1360,690,1040,2113,808,1002,699,2412,2,2846,0,248,3694,514
SMC1A,0,76,0,0,26,0,0,0,20,0,2682,94,612,0,0,62,3,176,80,159,0,718,499,504,2,1213,0,55,0,93
SMC1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMC2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,36,0,0,0,0,0,12
SMC3,2,16,26,0,13,36,0,0,0,0,93,5,50,0,1,47,58,19,33,0,4,37,1,32,0,107,0,35,0,17
SMC4,194,89,60,0,52,0,0,0,324,0,0,133,977,0,605,0,0,122,230,53,0,102,330,1592,147,0,0,242,0,107
SMC5,221,59,18,0,96,0,0,0,75,0,0,61,116,0,0,0,0,103,8,166,0,579,37,275,0,128,0,144,0,47
SMC6,0,10,0,0,0,0,0,0,5,0,0,2,0,0,0,73,159,33,30,71,0,0,0,0,0,0,0,62,0,23
SMCHD1,802,5337,3185,2810,5850,2399,0,0,1064,0,0,2824,4437,0,5285,2703,3944,7515,3284,1312,2727,1033,1258,300,1120,2841,1451,6473,2272,5502
SMCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
SMCR5,272,0,0,0,197,11,3438,0,54,0,0,67,0,0,1013,745,0,13,54,6,0,0,0,0,443,0,886,97,0,0
SMCR7,43,29,0,0,22,0,0,1,53,0,0,24,0,0,0,0,0,3,54,0,29,0,79,0,0,0,0,16,0,0
SMCR7L,0,1,0,0,25,0,0,0,0,0,0,25,0,0,0,140,0,26,78,57,142,0,44,0,51,33,0,0,80,30
SMCR8,2,0,1,0,0,0,0,0,2,0,9,2,10,0,3,20,13,3,2,0,7,22,3,0,0,12,6,0,0,2
SMEK1,479,236,242,0,382,0,0,0,473,0,0,362,12,0,0,1164,332,668,493,482,454,1636,946,894,380,1139,0,156,0,1036
SMEK2,295,45,72,0,66,0,0,0,121,0,116,62,30,0,0,360,164,202,214,152,147,246,422,311,0,7,0,178,484,222
SMEK3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,10,0,0,0,0,0,0,0,0,0,57,0,24
SMG1,1199,1451,1532,0,1793,0,0,0,608,0,5435,1274,1167,0,0,685,1105,2318,1975,2381,665,3638,896,1711,72,3618,0,514,0,3754
SMG5,1669,205,240,0,960,0,0,0,767,0,0,1139,0,0,0,842,689,381,1359,511,285,617,1553,375,340,0,0,582,0,681
SMG6,0,2,0,0,2,0,0,0,0,0,0,2,19,0,0,6,0,6,7,30,18,32,13,0,37,35,0,3,0,2
SMG7,16,26,7,28,16,24,0,25,52,0,0,17,53,0,30,52,18,45,36,54,50,106,300,260,199,0,334,79,56,129
SMG8,0,0,0,0,0,0,0,0,264,0,0,97,0,0,0,0,0,87,140,0,0,0,300,0,0,0,0,0,0,0
SMG9,253,18,0,0,12,0,0,0,0,0,0,84,0,0,0,0,0,218,5,174,240,344,117,0,0,0,0,151,0,150
SMN2,0,2,0,0,1,0,0,0,5,0,0,33,0,0,0,0,1,13,4,38,0,19,0,20,0,1,0,0,0,26
SMNDC1,0,251,30,0,230,0,0,0,147,0,0,122,510,0,1,137,0,300,144,90,223,325,563,606,0,0,0,42,225,414
SMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,444,0,0,0,0,0
SMOC1,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0
SMOC2,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMOX,177,284,262,0,295,258,0,0,686,127,126,28,0,103,1538,1768,649,28,530,881,376,0,1784,3106,4482,1658,1116,555,0,739
SMPD1,22,111,117,30,268,0,0,0,47,0,0,623,0,0,0,763,328,204,1176,549,149,0,115,0,323,0,62,152,1496,101
SMPD2,0,71,0,0,317,0,0,0,177,0,0,409,0,0,0,407,0,283,81,522,164,847,67,2,14,0,0,100,0,58
SMPD3,184,126,112,0,674,137,0,0,446,382,0,63,75,173,374,447,608,16,533,569,536,0,598,301,675,27,381,323,107,118
SMPD4,609,175,0,0,93,0,0,0,0,0,0,340,0,0,0,1,108,257,124,374,126,823,0,0,0,0,0,0,0,96
SMPDL3A,1,64,0,0,42,0,0,0,88,0,0,399,323,0,0,358,212,11,149,102,364,0,139,0,304,0,0,14,0,659
SMPDL3B,0,0,244,0,118,0,0,0,0,0,0,6,0,0,0,0,0,50,56,0,163,0,0,720,15,0,0,2,0,107
SMPX,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0
SMR3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,13,0,0,0,0,0,0,0,0,0,339,0,0
SMS,9,14,11,3,3,10,0,5,24,3,6,1,1,0,9,83,36,7,9,36,13,29,181,554,76,30,67,34,0,55
SMTN,0,17,2,0,0,0,10,0,101,0,0,172,0,0,0,0,0,0,96,4,100,0,0,0,117,0,0,0,0,0
SMTNL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMTNL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMU1,23,136,85,0,32,1,448,169,52,214,0,112,330,0,0,144,171,284,155,202,24,585,188,740,283,272,0,157,0,328
SMURF1,269,2145,952,0,1082,0,2,0,2596,0,0,1815,415,832,4451,765,1506,816,1729,2181,1332,2942,1549,1837,2515,1401,0,686,2315,1637
SMURF2,729,272,407,3,173,0,0,0,226,0,1530,365,295,0,0,0,0,244,174,443,0,912,516,1022,0,0,9,0,0,0
SMYD1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMYD2,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,2,0,7,0,4,0,0,0,0,0,3,1,0
SMYD3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11
SMYD4,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,4,0,0,0,41,0,0,0,0,0,0,11
SMYD5,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,13,0,0,0,0,137,214,836,0,0,0,0,37
SNAI1,0,47,4,78,187,0,0,0,330,0,609,50,0,0,0,93,0,34,30,27,197,278,239,0,0,0,0,36,0,0
SNAI2,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0
SNAI3,0,10,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,32,55,31,0,401,0,0,0,63,0,91,0,81
SNAP23,283,514,213,0,138,42,8,0,154,0,0,236,0,0,1,220,244,612,388,444,306,354,190,224,204,539,1052,178,79,989
SNAP25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
SNAP29,190,168,319,0,410,1024,422,0,734,0,0,170,5,1639,2128,2274,516,249,1303,1130,1057,297,1875,1686,2261,1686,0,603,2344,440
SNAP47,0,44,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,42,38,92,0,0,129,631,0,0,0,206,0,0
SNAP91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAPC1,11,28,109,0,54,0,0,0,16,0,0,39,214,0,0,114,125,228,111,71,393,33,199,0,0,0,0,241,736,29
SNAPC2,1,336,0,0,1028,0,264,0,0,0,0,184,0,0,1696,0,0,159,311,342,1273,586,124,358,487,2833,0,0,0,430
SNAPC3,0,13,0,0,0,0,0,0,127,0,0,16,162,0,276,0,0,23,73,63,22,0,157,91,0,0,0,7,0,7
SNAPC4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,22,0,32,0,0,1,0,0,0,0,3,22
SNAPC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SNAPIN,734,313,176,0,117,0,0,0,185,0,0,490,0,0,0,941,0,263,782,226,159,352,417,0,691,893,0,662,0,487
SNCA,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,24,5,106,453,454,138,0,0,0,0,192,0,0
SNCAIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNCB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNCG,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,3,0,2,126,176,0,0,176,9,0,1,0,0,0,0
SND1,1440,831,0,0,1008,187,3245,3604,2550,0,2154,1134,913,0,0,1074,347,358,1203,688,751,2593,1292,1305,2076,833,0,170,2305,1298
SNED1,35,1,2,213,0,0,2,0,34,0,0,0,0,0,25,0,135,45,27,18,0,0,0,15,0,0,0,8,0,2
SNF8,850,215,295,0,505,1298,1,821,956,1906,1149,962,802,567,0,861,702,511,471,629,721,1130,1067,570,0,0,0,523,692,297
SNHG11,201,23,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,4,29,63,0,19,0,0,25,0,0,15,0,139
DANCR,207,25,0,0,132,0,0,0,46,0,0,56,0,0,0,0,0,80,159,99,1655,0,657,383,0,905,0,0,0,118
SNHG6,199,98,110,0,120,0,0,0,375,0,1166,477,1369,0,0,442,344,213,348,699,377,508,642,1105,299,763,0,242,2785,404
SNHG9,1,87,0,0,189,0,0,74,270,0,0,21,0,0,0,108,0,53,119,43,0,39,16,106,57,42,0,0,0,0
SNIP1,1,264,891,0,396,0,0,0,577,0,0,668,0,0,0,1097,659,692,348,313,197,1512,611,356,372,0,0,842,0,1202
SNORA10,44,66,7,0,22,23,0,0,72,0,693,23,4,0,0,104,53,57,22,0,208,39,0,0,0,202,0,52,497,14
SNORA12,36,304,273,356,130,0,0,0,189,0,1644,151,150,0,127,46,644,827,616,635,866,430,482,193,31,849,0,427,40,723
SNORA14A,0,26,0,0,6,0,2,73,0,0,0,4,78,0,0,0,11,23,32,0,0,10,47,0,0,0,1,17,0,0
SNORA14B,0,73,31,846,69,0,0,0,46,360,0,61,0,0,0,87,198,27,58,12,208,0,19,0,0,27,427,129,124,12
SNORA21,200,30,0,0,0,0,438,0,0,0,0,64,297,584,0,60,138,147,56,30,51,13,94,0,0,0,310,147,259,112
SNORA23,110,924,259,902,1560,0,2,743,493,792,3930,331,331,0,0,361,974,609,571,295,916,234,106,0,290,1261,1289,266,0,554
SNORA24,172,481,355,37,386,3,382,0,646,602,0,365,592,73,151,88,284,356,463,262,190,212,191,74,56,226,0,157,95,218
SNORA27,0,1,0,17,0,0,0,28,7,0,16,11,0,0,0,0,0,3,8,1,0,39,3,0,3,1,1,0,1,22
SNORA28,55,56,7,52,2,0,2,131,10,0,0,39,0,0,84,26,0,85,79,103,109,102,0,57,61,39,0,100,0,15
SNORA29,0,0,0,0,0,0,0,2,0,10,0,0,25,0,0,0,15,2,0,2,8,3,3,6,0,0,0,4,0,1
SNORA2A,0,2,0,0,33,0,0,206,0,0,0,9,75,0,0,0,0,7,17,49,37,68,0,0,0,71,944,19,0,62
SNORA2B,3,0,0,13,0,0,0,0,0,0,0,0,0,0,1,7,31,0,1,1,0,9,2,0,16,9,0,1,10,1
SNORA30,0,19,0,0,83,1,1176,0,22,361,0,19,0,115,348,64,268,47,15,122,0,111,0,88,0,127,379,0,0,16
SNORA31,327,496,886,430,430,349,0,0,296,0,207,413,948,0,0,166,120,446,560,216,104,68,71,46,226,758,0,301,387,1370
SNORA38,141,123,105,0,88,0,0,0,95,984,738,127,283,0,0,0,0,102,68,68,2,0,41,277,0,0,996,4,824,145
SNORA41,0,0,0,0,4,0,0,0,0,0,296,3,60,1,7,0,47,8,3,0,25,22,0,40,128,0,0,9,0,15
SNORA42,0,23,25,0,37,63,0,0,10,0,0,11,0,181,0,124,0,14,30,80,48,5,37,0,0,0,1296,39,0,42
SNORA46,4,7,10,0,2,0,0,0,0,15,0,2,1,13,0,21,19,9,9,7,5,0,0,0,25,26,0,19,0,18
SNORA47,0,2,0,0,8,63,0,0,0,0,0,2,0,0,0,0,13,8,2,8,0,2,2,10,0,10,0,8,0,0
SNORA48,1,0,0,0,5,0,0,4,0,0,0,3,0,0,0,0,0,0,1,2,0,4,0,0,0,4,0,0,0,0
SNORA49,2,33,10,19,19,3,0,0,66,54,191,15,73,27,0,76,176,188,54,48,25,0,59,65,0,62,53,53,0,117
SNORA50,97,57,10,82,49,58,0,0,128,42,119,27,452,0,41,0,37,61,30,23,46,71,15,25,0,22,0,17,184,40
SNORA52,89,153,13,487,28,0,0,0,27,0,0,41,310,0,0,110,361,305,199,69,130,128,29,1,225,0,0,11,0,62
SNORA53,151,101,83,215,48,97,0,0,96,274,2254,104,993,65,63,669,600,849,618,441,1690,1351,682,599,240,2655,428,557,818,1189
SNORA55,0,26,239,0,37,92,0,0,29,0,227,18,0,0,0,0,0,41,0,4,28,27,34,0,0,0,0,59,347,88
SNORA56,0,4,0,0,8,12,0,0,0,0,0,3,25,0,0,0,111,29,36,17,0,0,0,10,0,12,65,6,0,9
SNORA57,38,68,61,0,73,17,98,24,39,9,0,38,1,0,0,7,11,18,5,2,4,4,2,0,1,41,3,3,9,7
SNORA58,0,9,0,0,0,0,0,0,1,386,424,3,0,0,35,0,0,8,11,13,0,0,74,0,104,0,0,0,0,0
SNORA5A,163,216,330,0,208,448,0,0,158,1168,0,85,537,0,0,22,320,202,215,142,107,45,1,0,241,415,1142,97,534,126
SNORA5C,53,102,0,108,28,0,264,273,71,490,270,17,93,102,0,47,120,129,68,11,0,0,13,0,0,24,0,48,90,59
SNORA6,0,32,1,203,1,564,0,0,37,0,0,47,132,0,0,0,0,70,15,40,89,0,0,0,192,206,607,43,0,62
SNORA62,9,7,5,14,18,0,0,0,31,120,0,7,0,0,0,30,29,24,14,19,2,22,20,0,46,95,0,13,0,21
SNORA63,1268,2910,1639,437,1896,520,1744,883,2664,454,2943,1767,5660,362,895,1140,3488,4271,4433,1750,1802,1893,1532,120,571,4303,1216,2057,806,1618
SNORA64,83,57,35,0,19,0,1,324,55,0,699,12,212,0,0,235,0,128,63,57,70,29,31,66,0,230,0,30,153,50
SNORA65,219,57,82,164,69,0,316,0,37,0,0,90,209,0,3,0,321,38,149,39,103,48,0,0,239,361,0,226,0,33
SNORA67,60,37,47,66,11,0,35,0,2,98,0,27,76,0,0,12,17,88,50,38,67,64,46,30,88,108,0,29,27,47
SNORA68,0,207,392,0,207,0,0,0,220,0,651,177,197,0,262,91,423,199,254,80,160,194,120,0,0,90,0,53,0,95
SNORA69,1,0,0,7,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,11,0,9,0,0,0,10,0,0,0
SNORA70,170,278,173,0,792,5,0,0,327,0,744,370,656,229,319,303,659,753,424,488,0,633,287,230,99,1045,1,84,5,406
SNORA70B,35,13,38,0,6,15,0,0,0,0,0,15,8,0,0,19,144,8,2,16,0,30,39,0,0,0,121,2,119,138
SNORA70C,101,11,118,0,68,0,0,0,0,0,0,8,507,320,0,1,105,2,0,219,55,0,71,86,197,0,197,63,0,14
SNORA70D,88,0,107,279,0,3,1905,0,0,0,0,8,0,223,395,217,0,11,19,33,99,0,106,0,0,0,0,0,0,0
SNORA70E,280,50,0,0,0,0,0,0,84,370,0,42,0,0,0,0,0,3,15,32,0,283,131,0,0,0,0,99,0,0
SNORA70F,1,6,0,0,1,0,3,432,22,0,4,1,2,0,0,0,0,17,3,0,0,208,0,0,1,2,278,0,0,0
SNORA70G,2012,1548,590,1022,1244,742,0,0,1068,0,1355,2146,1168,0,0,188,863,1504,824,711,490,12869,495,705,5055,476,1,1547,1724,1457
SNORA71A,1,120,139,0,75,255,0,0,73,333,0,67,343,0,582,88,214,85,68,108,142,272,0,0,0,131,0,90,0,23
SNORA71B,0,31,0,0,54,0,1,0,57,539,0,58,201,0,165,171,0,68,87,114,87,317,199,0,0,2,610,161,461,62
SNORA71C,274,221,134,0,250,0,749,637,58,0,0,160,364,0,0,163,235,349,87,205,60,153,45,0,107,67,3,33,0,54
SNORA71D,654,623,661,0,789,6,1232,0,558,0,0,652,2021,0,0,282,287,920,1159,790,1233,416,209,0,0,261,0,184,0,479
SNORA74A,325,198,0,0,104,418,0,0,75,0,0,114,303,0,0,206,162,35,29,171,59,98,0,232,0,0,1087,92,0,0
SNORA74B,55,183,0,0,39,0,0,0,0,0,393,28,110,0,0,261,282,309,27,206,42,436,257,0,0,0,0,82,0,248
SNORA75,0,1,5,0,3,0,0,40,2,0,0,10,25,0,0,25,28,15,16,7,14,0,10,0,44,14,0,14,0,6
SNORA77,3,19,8,8,1,0,43,0,0,0,0,5,0,0,8,2,0,1,0,0,0,9,12,0,0,13,71,8,0,36
SNORA79,21,4,0,85,0,0,0,0,4,0,0,9,92,138,75,73,76,50,5,52,0,104,0,118,0,133,0,103,228,47
SNORA80B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
SNORD15A,587,60,1,238,206,0,0,0,149,0,0,66,0,0,0,108,416,79,61,66,344,134,0,114,0,201,0,67,0,6
SNORD15B,446,261,105,0,131,137,0,0,207,326,0,254,341,78,0,65,618,531,542,293,174,164,94,109,112,336,0,151,143,174
SNORD17,79,164,50,65,81,2,0,0,162,165,27,156,695,0,103,158,302,888,114,133,747,92,443,89,37,669,54,211,266,107
SNORD94,115,50,97,0,61,0,0,0,60,1,0,51,281,0,0,30,164,67,62,39,51,23,42,38,0,43,0,67,4,34
SNPH,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRK,68,145,34,0,11,0,0,0,87,217,0,48,0,0,7,451,128,269,88,67,41,0,242,218,96,412,45,198,0,274
SNRNP200,2,907,0,0,320,0,0,0,1432,0,1138,1125,0,0,0,1129,190,932,835,2624,1194,1340,771,1479,1885,2109,0,679,938,1144
SNRNP25,62,9,1,38,0,0,0,0,215,0,0,73,0,0,0,52,90,64,99,90,0,618,252,134,155,0,0,29,0,50
SNRNP27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRNP35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SNRNP40,108,9,0,0,0,0,0,0,127,172,0,45,0,0,0,90,0,32,18,20,73,237,112,0,0,144,0,14,0,21
SNRNP48,0,577,0,0,2924,0,0,0,401,0,0,425,0,0,0,6508,0,1504,2797,320,0,0,499,0,0,0,0,2,1717,142
SNRNP70,3001,973,256,0,386,722,0,0,449,0,0,1035,949,0,3103,743,516,1211,1276,909,518,895,1127,228,430,1250,1013,126,2511,1498
SNRPA,417,89,136,0,457,0,0,0,0,0,0,612,870,0,0,650,0,62,595,1047,465,1527,557,527,0,0,0,0,0,84
SNRPA1,555,155,901,0,1018,9018,0,0,606,0,0,906,2091,3679,5,414,0,516,1521,651,2830,3466,1173,790,551,0,2626,37,0,981
SNRPB,1022,880,541,0,1554,0,0,0,950,0,0,986,2192,0,3166,1070,940,1033,1058,1122,876,1241,1469,754,1315,1143,764,584,853,1523
SNRPB2,10,23,92,0,62,130,0,0,79,0,0,43,86,0,119,0,69,47,80,80,74,259,86,222,156,203,0,24,0,98
SNRPC,198,251,32,0,191,0,0,0,404,0,0,197,0,1,0,279,245,208,158,538,414,557,179,201,924,857,0,1,1189,72
SNRPD1,0,6,0,0,12,0,0,0,264,0,0,46,51,0,1,817,0,139,92,167,77,557,649,839,0,27,0,29,969,152
SNRPD2,988,279,82,0,1152,446,0,0,522,0,770,612,909,488,574,602,144,411,625,617,613,738,494,0,341,977,2632,160,2788,295
SNRPD3,1469,273,599,408,1193,0,0,0,563,0,0,555,0,0,1,1253,0,324,656,663,676,1071,1124,1440,861,546,0,520,1450,741
SNRPE,159,38,27,21,155,0,0,0,146,243,0,83,725,0,0,122,0,120,146,328,600,383,104,477,11,211,0,71,483,64
SNRPF,249,28,0,0,48,0,0,0,147,0,477,117,175,0,0,102,125,85,93,311,180,323,882,742,0,591,0,122,0,125
SNRPG,512,292,310,651,337,1423,0,897,657,0,2280,651,320,404,0,378,0,213,360,247,487,116,534,647,0,12,1164,460,0,84
SNRPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNTA1,0,0,0,0,16,0,0,0,0,0,0,12,0,0,0,0,0,15,97,0,292,0,0,0,727,62,0,0,0,0
SNTB1,0,289,0,0,0,0,0,0,106,0,0,0,0,0,0,318,0,80,228,301,93,0,135,138,0,0,0,89,0,15
SNTB2,0,135,308,0,474,0,0,0,611,0,0,510,635,0,0,0,0,136,109,242,273,0,336,471,0,0,0,429,0,0
SNTG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNTG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
SNTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNUPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
SNURF,0,0,0,0,0,0,0,0,0,0,0,199,497,0,0,276,349,92,90,191,104,259,491,19,456,0,0,87,0,0
SNW1,1,350,111,0,748,517,0,0,1270,0,991,852,538,1568,0,831,1,1028,871,969,227,1734,209,818,883,1384,0,301,0,1406
SNX10,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,10,2,2,2,0,1,3,0,3,0,4,0,15
SNX11,496,306,208,0,144,0,0,0,0,0,0,172,913,0,0,224,0,432,359,286,467,951,0,0,0,0,0,374,0,889
SNX12,10,2,0,0,2,0,0,0,4,0,34,4,0,0,0,42,0,3,4,4,0,4,12,11,13,0,28,0,0,5
SNX13,0,7,10,0,4,11,0,0,17,0,0,5,0,0,0,95,32,77,27,51,28,25,97,209,112,35,0,58,0,40
SNX14,173,228,25,0,3,0,0,1,62,458,0,41,159,0,17,0,0,67,42,13,289,157,180,263,0,643,347,13,0,315
SNX15,347,0,284,0,153,0,0,0,72,0,0,140,774,0,0,79,205,67,169,113,134,0,0,0,0,0,0,57,0,46
SNX16,0,13,0,0,3,11,0,0,29,0,0,5,0,0,0,0,0,54,25,34,56,0,37,467,0,0,0,33,0,23
SNX17,798,214,0,0,718,595,0,0,460,0,1306,929,664,0,1,284,0,412,653,1373,0,1053,972,183,268,0,0,73,2164,75
SNX18,74,134,0,0,59,146,0,0,59,0,0,25,0,0,0,522,119,422,89,40,92,0,168,156,0,83,2290,203,0,49
SNX19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,4,0,2,0,10,6,3,0,6,0,0,3,6,0
SNX2,5,0,0,0,12,0,0,0,11,0,0,3,0,0,0,22,0,18,3,12,17,50,25,79,0,53,47,3,72,34
SNX20,96,198,165,0,145,181,0,0,131,0,0,154,19,0,0,138,0,419,280,217,221,313,91,0,0,541,0,65,0,549
SNX21,3,1040,1415,0,674,0,0,0,1003,0,0,486,1501,0,0,0,0,37,2362,758,920,0,2064,492,4383,421,0,311,0,527
SNX22,0,0,0,0,135,0,0,0,0,0,0,26,0,0,0,0,0,117,0,0,0,148,0,0,0,0,0,0,0,0
SNX24,0,0,0,0,0,0,0,0,21,318,0,0,124,0,0,0,0,0,1,15,0,0,0,0,78,0,0,0,0,0
